region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
2100232,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,40,86,3,3,6,0,0,0,0,0,0,3,0,3,3,0,3,5,16,21,63,59,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20,0,3,3,72,76,148
2100233,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,48,32,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,16,35,70,51,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,7,24,31,5,0,5,92,82,174
2100234,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,31,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,4,9,5,5,10,4,3,7,45,52,97
2100301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,9,3,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,9,0,0,0,51,47,98
2100302,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,57,47,104,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,69,57,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,13,17,0,0,0,73,74,147
2100303,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,43,49,92,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,58,61,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,4,0,4,7,15,22,0,0,0,72,79,151
2100304,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,61,53,114,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,75,67,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26,0,0,0,85,87,172
2100305,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,92,82,174,15,9,24,3,0,3,0,0,0,4,0,4,0,0,0,0,4,4,118,95,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,21,27,0,7,7,133,132,265
2100306,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,37,35,72,3,4,7,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,46,45,91,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,3,11,14,0,0,0,58,62,120
2100307,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,37,85,0,6,6,0,0,0,0,0,0,0,3,3,0,0,0,6,4,10,58,50,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,22,32,0,0,0,68,79,147
2100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,55,118,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,75,67,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,12,20,32,0,3,3,95,99,194
2100309,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,89,77,166,3,3,6,3,0,3,0,0,0,3,4,7,4,0,4,0,0,0,107,84,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,9,27,36,3,6,9,126,122,248
2100310,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,68,66,134,9,7,16,3,0,3,3,0,3,3,0,3,3,0,3,5,6,11,97,86,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,17,27,0,0,0,110,103,213
2100311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,70,177,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,118,84,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,6,13,19,3,3,6,133,109,242
2100312,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,96,96,192,6,3,9,15,3,18,0,0,0,5,0,5,0,0,0,3,5,8,128,110,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,13,8,21,10,19,29,3,3,6,154,143,297
2100313,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,112,95,207,7,4,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,128,99,227,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,10,18,28,0,5,5,141,129,270
2100314,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,96,75,171,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,106,78,184,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,19,19,3,0,3,112,103,215
2100315,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,125,96,221,6,11,17,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,135,114,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,5,8,13,19,32,3,3,6,157,141,298
2100316,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,65,56,121,8,3,11,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,73,73,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,5,11,16,0,0,0,88,84,172
2100317,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,84,73,157,5,7,12,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,95,83,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,5,5,11,19,30,4,0,4,113,107,220
2100318,5,3,8,0,4,4,0,0,0,0,0,0,0,0,0,90,74,164,5,4,9,3,0,3,0,0,0,3,0,3,0,0,0,7,6,13,113,91,204,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,3,0,3,3,3,6,5,18,23,0,0,0,127,115,242
2100319,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,59,47,106,0,4,4,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,71,54,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,9,13,0,0,0,81,66,147
2100320,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,66,54,120,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,143,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,7,11,18,0,0,0,92,80,172
2100321,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66,58,124,0,5,5,4,0,4,0,0,0,0,0,0,3,0,3,4,5,9,77,71,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,7,10,14,15,29,0,3,3,94,99,193
2100322,6,4,10,0,3,3,0,0,0,0,0,0,0,0,0,106,87,193,9,8,17,0,0,0,3,0,3,0,0,0,0,0,0,7,8,15,131,110,241,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,3,3,0,0,0,0,0,0,0,3,3,10,10,20,8,27,35,3,3,6,158,156,314
2100323,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,58,44,102,0,10,10,5,0,5,0,0,0,0,6,6,0,0,0,6,0,6,69,63,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,0,0,0,76,75,151
2100324,4,0,4,0,3,3,0,0,0,0,0,0,3,0,3,58,57,115,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,68,66,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,8,19,0,3,3,83,83,166
2100325,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,56,59,115,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,69,68,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,0,0,0,79,82,161
2100326,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,146,124,270,13,3,16,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,167,136,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,14,27,41,0,0,0,189,173,362
2100327,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,148,127,275,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,162,139,301,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,9,26,35,0,0,0,179,182,361
2100328,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,102,77,179,0,12,12,0,0,0,0,3,3,4,0,4,0,0,0,4,0,4,113,95,208,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,9,19,28,0,3,3,128,123,251
2100329,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,121,104,225,10,9,19,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,141,113,254,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,8,22,30,0,0,0,159,148,307
2100330,9,9,18,0,3,3,0,0,0,0,0,0,0,0,0,86,77,163,7,13,20,0,0,0,0,0,0,4,0,4,0,0,0,16,22,38,122,124,246,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,12,28,40,3,3,6,152,164,316
2100331,11,3,14,0,3,3,0,0,0,0,0,0,0,3,3,69,59,128,12,5,17,0,0,0,0,0,0,4,0,4,0,0,0,9,13,22,105,86,191,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,34,48,0,0,0,125,123,248
2100332,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,71,68,139,6,9,15,0,0,0,0,0,0,4,0,4,0,0,0,9,7,16,96,90,186,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,4,0,4,3,11,14,10,17,27,0,0,0,116,118,234
2100333,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,135,127,262,13,10,23,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,163,140,303,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,12,25,37,8,0,8,190,173,363
2100334,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,75,60,135,5,8,13,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,87,74,161,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,21,27,0,4,4,93,108,201
2100335,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,89,78,167,4,7,11,3,0,3,0,0,0,3,0,3,0,0,0,6,5,11,113,90,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,25,33,0,0,0,124,115,239
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,93,65,158,7,6,13,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,106,78,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,3,3,0,0,0,0,0,0,0,3,3,7,12,19,4,22,26,0,0,0,120,118,238
2100338,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,24,20,44,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,5,3,0,3,35,33,68
2100339,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,34,65,0,6,6,0,0,0,4,0,4,3,3,6,3,0,3,0,6,6,45,49,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,10,9,19,0,3,3,59,64,123
2100340,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,79,77,156,10,4,14,5,0,5,0,0,0,3,3,6,3,0,3,3,0,3,103,88,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,15,22,0,3,3,113,114,227
2100341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,100,6,5,11,0,0,0,0,3,3,0,0,0,0,0,0,4,3,7,64,57,121,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,3,0,3,76,67,143
2100342,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,105,102,207,9,5,14,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,125,107,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,17,28,0,0,0,145,127,272
2100343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,103,7,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,64,52,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,16,25,0,0,0,76,68,144
2100344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,49,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,9,0,4,4,42,37,79
2100345,3,0,3,0,3,3,0,0,0,0,0,0,3,0,3,72,62,134,3,4,7,4,0,4,0,0,0,0,0,0,3,3,6,0,0,0,88,72,160,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,16,0,0,0,97,85,182
2100346,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,60,50,110,6,4,10,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,72,60,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,24,0,0,0,81,81,162
2100347,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,91,63,154,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,101,66,167,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,10,4,14,0,11,11,118,86,204
2100348,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,44,28,72,3,3,6,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,56,40,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,10,0,0,0,63,50,113
2100349,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,64,53,117,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,81,61,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26,0,4,4,91,81,172
2100350,0,3,3,0,3,3,0,0,0,0,0,0,4,0,4,55,44,99,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,113,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,15,23,3,3,6,76,81,157
2100351,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,52,40,92,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,62,46,108,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,6,7,13,3,0,3,74,65,139
2100401,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,91,67,158,9,9,18,0,0,0,3,0,3,0,0,0,0,0,0,3,4,7,110,80,190,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,29,0,4,4,118,108,226
2100402,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,56,48,104,4,6,10,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,69,57,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,3,3,5,8,13,3,3,6,81,71,152
